User,Text,Sentiment,CleanText,VADER_Prediction,HF_Prediction
 BasketballFanUnderdogTriumph ,"Cheering for the underdog in the basketball finals, the crowd erupts in applause as the team defies odds to claim the championship title. ",triumph,cheering for the underdog in the basketball finals the crowd erupts in applause as the team defies odds to claim the championship title,positive,Positive
 GolfEnthusiastPrecisionVictory ,"At the golf tournament, the golfer's precision and focus lead to a stunning victory, leaving spectators in awe of their exceptional skill. ",awe,at the golf tournament the golfers precision and focus lead to a stunning victory leaving spectators in awe of their exceptional skill,positive,Positive
 F1FanHighSpeedRaceExcitement ,"Experiencing the thrill of a high-speed Formula 1 race, fans are on the edge of their seats as drivers compete for the championship. ",thrill,experiencing the thrill of a highspeed formula  race fans are on the edge of their seats as drivers compete for the championship,positive,Positive
 CyclingEnthusiastWorldChampion ,"In the cycling world championship, the climber conquers challenging terrains, symbolizing determination and achievement against all odds. ",determination,in the cycling world championship the climber conquers challenging terrains symbolizing determination and achievement against all odds,positive,Positive
 HockeyFanComebackVictory ,"Witnessing a heartwarming comeback in the hockey finals, fans share tears of joy as the team secures a historic victory after adversity. ",heartwarming,witnessing a heartwarming comeback in the hockey finals fans share tears of joy as the team secures a historic victory after adversity,positive,Positive
 SoccerFanTeamDefeats ,"After a series of defeats, the soccer team faces disappointment, struggling to find the silver lining in a challenging season. ",disappointment,after a series of defeats the soccer team faces disappointment struggling to find the silver lining in a challenging season,negative,Positive
 TennisEnthusiastUnexpectedSetback ,"In the tennis tournament, a highly anticipated player experiences a setback, leaving fans in shock and questioning the unforeseen turn of events. ",frustration,in the tennis tournament a highly anticipated player experiences a setback leaving fans in shock and questioning the unforeseen turn of events,negative,Positive
 BoxingFanChampionshipDefeat ,"Facing a defeat in the championship, the boxer reflects on the challenges, vowing to return stronger and more determined in the next bout. ",reflection,facing a defeat in the championship the boxer reflects on the challenges vowing to return stronger and more determined in the next bout,positive,Positive
 CyclingEnthusiastTireBlowout ,"In the midst of a cycling race, a tire blowout leads to frustration for the cyclist, who valiantly tries to overcome the unexpected obstacle. ",obstacle,in the midst of a cycling race a tire blowout leads to frustration for the cyclist who valiantly tries to overcome the unexpected obstacle,negative,Negative
 GymnasticsFanRoutineFall ,"The gymnast's unexpected fall during a routine sparks a wave of sympathy from the audience, highlighting the vulnerability of sports. ",sympathy,the gymnasts unexpected fall during a routine sparks a wave of sympathy from the audience highlighting the vulnerability of sports,positive,Positive
 GolfEnthusiastMissedPutt ,"In the golf tournament, a missed crucial putt results in defeat, causing the golfer to reflect on the pressure of high-stakes competition. ",pressure,in the golf tournament a missed crucial putt results in defeat causing the golfer to reflect on the pressure of highstakes competition,negative,Negative
 BasketballFanTeamLosses ,"Experiencing a series of losses in the basketball season, the team grapples with frustration, determined to turn the tide with renewed effort. ",renewed effort,experiencing a series of losses in the basketball season the team grapples with frustration determined to turn the tide with renewed effort,negative,Negative
 SwimmingEnthusiastRaceSetback ,"Despite meticulous training, the swimmer faces disappointment as a split-second miscalculation costs them the lead in a crucial race. ",miscalculation,despite meticulous training the swimmer faces disappointment as a splitsecond miscalculation costs them the lead in a crucial race,negative,Negative
 WeightliftingFanFailedRecord ,"The weightlifter's failed attempt at a personal record results in frustration, highlighting the challenging nature of pushing physical limits. ",challenge,the weightlifters failed attempt at a personal record results in frustration highlighting the challenging nature of pushing physical limits,negative,Negative
 SoccerPlayerOwnGoalMoment ,"In the midst of a soccer match, an unexpected own goal creates a moment of despair for the player, as teammates console and encourage them. ",despair,in the midst of a soccer match an unexpected own goal creates a moment of despair for the player as teammates console and encourage them,positive,Negative
 NatureEnthusiastSunsetWonder ,"In the serene beauty of a sunset, nature unfolds a canvas of colors, evoking a sense of tranquility and wonder. ",tranquility,in the serene beauty of a sunset nature unfolds a canvas of colors evoking a sense of tranquility and wonder,positive,Positive
 TravelEnthusiastRoadTripDiscovery ,"Embarking on a spontaneous road trip, the traveler discovers hidden gems, creating memories that will be cherished for a lifetime. ",adventure,embarking on a spontaneous road trip the traveler discovers hidden gems creating memories that will be cherished for a lifetime,positive,Positive
 UrbanExplorerCafeSolitude ,"Amidst the bustling city, a quiet café becomes a sanctuary for reflection, where a cup of coffee brings solace to the wandering mind. ",solace,amidst the bustling city a quiet caf becomes a sanctuary for reflection where a cup of coffee brings solace to the wandering mind,neutral,Positive
 ArtEnthusiastStreetArtExploration ,"Exploring the vibrant street art of a cultural neighborhood, each mural tells a story, infusing the city with creativity and expression. ",creativity,exploring the vibrant street art of a cultural neighborhood each mural tells a story infusing the city with creativity and expression,positive,Positive
 ScienceEnthusiastDiscoveryMoment ,"In the world of science, a breakthrough discovery unfolds, pushing the boundaries of knowledge and opening new frontiers of exploration. ",breakthrough,in the world of science a breakthrough discovery unfolds pushing the boundaries of knowledge and opening new frontiers of exploration,positive,Positive
 MusicLoverLiveOrchestraExperience ,"Connecting with the melody of a live orchestra, the music enthusiast experiences a symphony that resonates deep within the soul. ",harmony,connecting with the melody of a live orchestra the music enthusiast experiences a symphony that resonates deep within the soul,positive,Positive
 HomeBakerDeliciousMemories ,"Embracing the aroma of freshly baked bread, the home chef finds joy in the art of baking, creating delicious memories for loved ones. ",joy in baking,embracing the aroma of freshly baked bread the home chef finds joy in the art of baking creating delicious memories for loved ones,positive,Positive
 HistoryBuffMuseumExploration ,"Wandering through a historical museum, the history enthusiast becomes immersed in the tales of the past, envisioning bygone eras. ",envisioning history,wandering through a historical museum the history enthusiast becomes immersed in the tales of the past envisioning bygone eras,positive,Positive
 BookwormCaptivatingNovelEscape ,"In the realm of literature, a captivating novel transports the reader to distant lands, weaving a tapestry of imagination and escape. ",imagination,in the realm of literature a captivating novel transports the reader to distant lands weaving a tapestry of imagination and escape,positive,Positive
 PhotographyEnthusiastMarketMoments ,"Capturing the essence of a bustling market, the photographer freezes moments in time, each frame telling a unique and vibrant story. ",vibrancy,capturing the essence of a bustling market the photographer freezes moments in time each frame telling a unique and vibrant story,positive,Positive
 DanceEnthusiastCityNightPerformance ,"Underneath the city lights, the dancer expresses emotions through graceful movements, creating a mesmerizing performance under the night sky. ",mesmerizing,underneath the city lights the dancer expresses emotions through graceful movements creating a mesmerizing performance under the night sky,positive,Positive
 FoodieMarketStreetFoodExploration ,"In the heart of a bustling market, the street food connoisseur indulges in a culinary adventure, savoring diverse flavors and aromas. ",culinary adventure,in the heart of a bustling market the street food connoisseur indulges in a culinary adventure savoring diverse flavors and aromas,positive,Positive
 SnowLoverWinterEnthusiast ,"As the first snowflake descends, the winter enthusiast eagerly prepares for a season of frosty delights, anticipating the magic of snow-covered landscapes. ",winter magic,as the first snowflake descends the winter enthusiast eagerly prepares for a season of frosty delights anticipating the magic of snowcovered landscapes,positive,Positive
 MysteryBookwormSuspensefulRead ,"Amidst the pages of a captivating mystery novel, the reader unravels clues and secrets, experiencing a thrilling journey of suspense and revelation. ",thrilling journey,amidst the pages of a captivating mystery novel the reader unravels clues and secrets experiencing a thrilling journey of suspense and revelation,positive,Positive
 GardeningEnthusiastFlowerGarden ,"Surrounded by the vibrant colors of a flower garden, the gardener nurtures blossoms, finding joy in the beauty of nature's ever-changing canvas. ",nature's beauty,surrounded by the vibrant colors of a flower garden the gardener nurtures blossoms finding joy in the beauty of natures everchanging canvas,positive,Positive
 AstronomyEnthusiastStargazing ,"At the astronomy observatory, the stargazer marvels at the vastness of the cosmos, contemplating the mysteries hidden within the celestial expanse. ",celestial wonder,at the astronomy observatory the stargazer marvels at the vastness of the cosmos contemplating the mysteries hidden within the celestial expanse,positive,Positive
 CoffeeLoverWritersRetreat ,"Engulfed in the aroma of freshly brewed coffee, the writer finds inspiration in every sip, embarking on a journey of creativity and prose. ",creative inspiration,engulfed in the aroma of freshly brewed coffee the writer finds inspiration in every sip embarking on a journey of creativity and prose,positive,Positive
 FashionEnthusiastDesignerShowcase ,"In the realm of fashion, the designer unveils a collection that tells a story, blending innovation and tradition on the runway of creativity. ",runway creativity,in the realm of fashion the designer unveils a collection that tells a story blending innovation and tradition on the runway of creativity,positive,Positive
 SurfingEnthusiastWaveRider ,"As the waves crash against the shore, the surfer embraces the thrill of riding the ocean's energy, capturing the essence of freedom in each wave. ",ocean's freedom,as the waves crash against the shore the surfer embraces the thrill of riding the oceans energy capturing the essence of freedom in each wave,positive,Positive
 HistoryExplorerAncientCityTour ,"Exploring the historical architecture of an ancient city, the traveler is transported to a bygone era, where each monument whispers tales of the past. ",whispers of the past,exploring the historical architecture of an ancient city the traveler is transported to a bygone era where each monument whispers tales of the past,neutral,Positive
 CrushAvoider ,Successfully avoided eye contact with my crush in the hallway. Mission accomplished. #TeenCrush #StealthMode ,excitement,successfully avoided eye contact with my crush in the hallway mission accomplished teencrush stealthmode,positive,Negative
 MovieBuff ,Ran out of snacks during a movie marathon. Crisis level: Emergency! #MovieNightStruggles #TeenProblems ,boredom,ran out of snacks during a movie marathon crisis level emergency movienightstruggles teenproblems,negative,Negative
 SelfieAddict ,Spent an hour choosing the perfect filter for a selfie. The struggle for that Instagram aesthetic is real. #SelfieQueen #TeenVibes ,joy,spent an hour choosing the perfect filter for a selfie the struggle for that instagram aesthetic is real selfiequeen teenvibes,positive,Positive
 AudioExplorer ,Lost my headphones again. How do they vanish into thin air? #HeadphoneMystery #TeenLife ,frustration,lost my headphones again how do they vanish into thin air headphonemystery teenlife,negative,Negative
 MemeCreator ,Decided to study for exams but ended up making memes about studying instead. Procrastination level: Expert. #ProcrastinationNation #TeenConfessions ,surprise,decided to study for exams but ended up making memes about studying instead procrastination level expert procrastinationnation teenconfessions,neutral,Negative
 FashionBlunder ,"Got dressed for the day, then remembered it's Saturday. Oops. #WeekendVibes #TeenStruggles ",indifference,got dressed for the day then remembered its saturday oops weekendvibes teenstruggles,neutral,Negative
 GroupGenius ,Survived a group project without any drama. Miracles do happen. #GroupProjectSuccess #TeenAchievements ,satisfaction,survived a group project without any drama miracles do happen groupprojectsuccess teenachievements,positive,Negative
 ChipExplorer ,"Entered the kitchen with the intention to cook. Left with a bag of chips. Cooking is overrated, anyway. #MasterChefInTraining #TeenHumor ",disgust,entered the kitchen with the intention to cook left with a bag of chips cooking is overrated anyway masterchefintraining teenhumor,neutral,Negative
 ExcitementSeeker ,"Staring at the clock in class, waiting for the bell to ring like it's the most exciting event of the day. #ClassCountdown #TeenLife ",surprise,staring at the clock in class waiting for the bell to ring like its the most exciting event of the day classcountdown teenlife,positive,Positive
 NightReader ,"Discovered a new book series and spent the whole night reading. Who needs sleep, anyway? #BookwormLife #LateNightReading ",joy,discovered a new book series and spent the whole night reading who needs sleep anyway bookwormlife latenightreading,neutral,Negative
 GamingEnthusiast ,"Bought a new video game, played for hours, forgot to eat. The ultimate gaming session. #GamerLife #NoFoodGaming ",excitement,bought a new video game played for hours forgot to eat the ultimate gaming session gamerlife nofoodgaming,positive,Negative
 LazyWatcher ,Spent the day binge-watching a new series. Productivity level: Zero. #LazyDay #TVSeriesMarathon ,joy,spent the day bingewatching a new series productivity level zero lazyday tvseriesmarathon,neutral,Negative
 TrendExplorer ,Caught up on the latest fashion trends and now planning a shopping spree. #Fashionista #TrendyTeen ,excitement,caught up on the latest fashion trends and now planning a shopping spree fashionista trendyteen,neutral,Positive
 MusicalExplorer ,Decided to learn a new instrument. Day one: Still trying to figure out how to hold it. #MusicNovice #LearningJourney ,frustration,decided to learn a new instrument day one still trying to figure out how to hold it musicnovice learningjourney,neutral,Negative
 MusicAficionado ,Spent hours creating the perfect playlist for every mood. Music is my therapy. #PlaylistMaker #TeenMusicLover ,joy,spent hours creating the perfect playlist for every mood music is my therapy playlistmaker teenmusiclover,positive,Negative
 HomeChef ,Successfully cooked a gourmet meal for the family. Chef skills unlocked! #ChefMode #TeenChef ,pride,successfully cooked a gourmet meal for the family chef skills unlocked chefmode teenchef,positive,Positive
 AdventureSeeker ,Spontaneously booked a weekend getaway. Adventure awaits! #TravelBug #WeekendEscape ,excitement,spontaneously booked a weekend getaway adventure awaits travelbug weekendescape,positive,Positive
 DanceEnthusiast ,Attended a concert and danced the night away. Music is the heartbeat of life. #ConcertVibes #DanceAllNight ,joy,attended a concert and danced the night away music is the heartbeat of life concertvibes danceallnight,neutral,Positive
 NostalgiaExplorer ,Rediscovered childhood cartoons and had a nostalgia-filled marathon. #CartoonNostalgia #TeenMemories ,joy,rediscovered childhood cartoons and had a nostalgiafilled marathon cartoonnostalgia teenmemories,neutral,Negative
 HomeDecorator ,Embarked on a DIY home decor project. Let's hope it turns out better than last time. #DIYAdventure #TeenHomeDecor ,excitement,embarked on a diy home decor project lets hope it turns out better than last time diyadventure teenhomedecor,positive,Positive
 ArtExplorer ,"Spent the afternoon at a museum, pretending to be cultured. Art enthusiast in the making. #MuseumDay #TeenArtLover ",curiosity,spent the afternoon at a museum pretending to be cultured art enthusiast in the making museumday teenartlover,positive,Negative
 ThoughtfulBlogger ,Started a blog about random thoughts and musings. Blogging is the new diary. #BloggerLife #TeenBlogger ,curiosity,started a blog about random thoughts and musings blogging is the new diary bloggerlife teenblogger,neutral,Negative
 NovelEnthusiast ,Relishing a peaceful afternoon with a classic novel. Quiet moments are the best moments. #BookLover #PeacefulAfternoon ,contentment,relishing a peaceful afternoon with a classic novel quiet moments are the best moments booklover peacefulafternoon,positive,Positive
 WiseSoul ,"Reflecting on a lifetime of memories, each wrinkle tells a story. Embracing the beauty of aging. #LifeReflections #BeautyInAging ",gratitude,reflecting on a lifetime of memories each wrinkle tells a story embracing the beauty of aging lifereflections beautyinaging,positive,Positive
 ArtAdventurer ,Exploring the world of digital art. It's never too late to discover new passions. #DigitalArtistry #LateBloomer ,curiosity,exploring the world of digital art its never too late to discover new passions digitalartistry latebloomer,positive,Positive
 HomeChefSenior ,Savoring the flavors of a home-cooked meal. Simple joys are the heart of happiness. #HomeCooking #SimpleJoys ,contentment,savoring the flavors of a homecooked meal simple joys are the heart of happiness homecooking simplejoys,positive,Positive
 LinguisticExplorer ,Embarking on a journey of learning a new language. The mind stays young with every new word. #LanguageLearning #NeverTooLate ,curiosity,embarking on a journey of learning a new language the mind stays young with every new word languagelearning nevertoolate,neutral,Positive
 MusicConnoisseur ,"Attended a classical music concert, feeling the timeless melodies resonate. Music transcends generations. #ClassicalMusic #TimelessMelodies ",joy,attended a classical music concert feeling the timeless melodies resonate music transcends generations classicalmusic timelessmelodies,positive,Positive
 PhotographySenior ,Capturing the beauty of nature through photography. Every snapshot is a treasure. #NaturePhotography #SeniorPhotographer ,joy,capturing the beauty of nature through photography every snapshot is a treasure naturephotography seniorphotographer,positive,Positive
 TeaTimeSenior ,"Reconnecting with old friends over a cup of tea. Friendship, the true essence of companionship. #OldFriends #Companionship ",contentment,reconnecting with old friends over a cup of tea friendship the true essence of companionship oldfriends companionship,positive,Positive
 RoadTripSenior ,"Embarked on a road trip to revisit cherished places from the past. Nostalgia, the ultimate travel companion. #RoadTrip #NostalgiaTour ",joy,embarked on a road trip to revisit cherished places from the past nostalgia the ultimate travel companion roadtrip nostalgiatour,positive,Positive
 ChoirEnthusiast ,"Joined a community choir, harmonizing with fellow voices. Music creates bonds that withstand time. #CommunityChoir #HarmonyInAging ",joy,joined a community choir harmonizing with fellow voices music creates bonds that withstand time communitychoir harmonyinaging,positive,Positive
 MeditationSenior ,"Exploring the art of meditation, finding tranquility in the stillness of the mind. #MeditationJourney #TranquilMind ",contentment,exploring the art of meditation finding tranquility in the stillness of the mind meditationjourney tranquilmind,positive,Positive
 GardenEnthusiast ,"Taking a stroll in the garden, appreciating the beauty of blooming flowers. Nature's wonders never cease. #GardenWalk #FloralBeauty ",contentment,taking a stroll in the garden appreciating the beauty of blooming flowers natures wonders never cease gardenwalk floralbeauty,positive,Positive
 WineConnoisseur ,"Sipping on a favorite vintage wine, each sip telling a story of the years gone by. Cheers to a life well-lived. #WineLover #VintageCheers ",contentment,sipping on a favorite vintage wine each sip telling a story of the years gone by cheers to a life welllived winelover vintagecheers,positive,Positive
 ArtisticSenior ,"Participated in a community art class, unleashing creativity in the golden years. Art has no age limit. #ArtClass #SeniorArtistry ",joy,participated in a community art class unleashing creativity in the golden years art has no age limit artclass seniorartistry,positive,Positive
 MemoiristSenior ,"Embarking on a journey of writing a memoir, documenting a lifetime of experiences. Every story matters. #MemoirWriting #SeniorStories ",gratitude,embarking on a journey of writing a memoir documenting a lifetime of experiences every story matters memoirwriting seniorstories,neutral,Positive
 HistoryEnthusiast ,"Attended a lecture on history, always fascinated by the lessons from the past. Learning is a lifelong adventure. #HistoryLecture #SeniorLearning ",curiosity,attended a lecture on history always fascinated by the lessons from the past learning is a lifelong adventure historylecture seniorlearning,positive,Positive
 FamilyChefSenior ,"Rediscovered the joy of cooking traditional family recipes. The kitchen, a place of cherished memories. #FamilyRecipes #SeniorCooking ",contentment,rediscovered the joy of cooking traditional family recipes the kitchen a place of cherished memories familyrecipes seniorcooking,positive,Positive
 NaturePhotographySenior ,"Joined a nature photography club, capturing the beauty of the great outdoors. Every click is a connection to nature. #NaturePhotography #SeniorPhotographer ",joy,joined a nature photography club capturing the beauty of the great outdoors every click is a connection to nature naturephotography seniorphotographer,positive,Positive
 JazzMusicLover ,"Attended a jazz concert and swayed to the rhythm of timeless tunes. Music, a constant companion in the golden years. #JazzConcert #SeniorMusic ",joy,attended a jazz concert and swayed to the rhythm of timeless tunes music a constant companion in the golden years jazzconcert seniormusic,neutral,Positive
 SeniorWordsmith ,"Joined a writing group, penning down thoughts and reflections. Writing, a journey into the depths of the soul. #WritingGroup #SeniorWriter ",gratitude,joined a writing group penning down thoughts and reflections writing a journey into the depths of the soul writinggroup seniorwriter,neutral,Positive
 SoloAdventurer ,"Embarked on a solo travel adventure, discovering the beauty of new places at my own pace. #SoloTravel #SeniorExplorer ",excitement,embarked on a solo travel adventure discovering the beauty of new places at my own pace solotravel seniorexplorer,positive,Positive
 CarEnthusiastSenior ,"Attended a vintage car show, reminiscing about the classics that once ruled the roads. Nostalgia in every rev. #VintageCars #ClassicRides ",joy,attended a vintage car show reminiscing about the classics that once ruled the roads nostalgia in every rev vintagecars classicrides,neutral,Positive
 GreenThumbSenior ,"Started a community garden, growing not just plants but friendships too. Green thumbs unite! #CommunityGarden #SeniorGardener ",joy,started a community garden growing not just plants but friendships too green thumbs unite communitygarden seniorgardener,positive,Positive
 FamilyHostSenior ,"Hosted a family dinner, where laughter echoed louder than the clinking of utensils. Family, the heart of happiness. #FamilyDinner #SeniorHost ",contentment,hosted a family dinner where laughter echoed louder than the clinking of utensils family the heart of happiness familydinner seniorhost,positive,Positive
 DanceEnthusiastSenior ,"Enrolled in a dance class for seniors, moving to the rhythm of life. Age is just a number on the dance floor. #DanceClass #SeniorDancer ",joy,enrolled in a dance class for seniors moving to the rhythm of life age is just a number on the dance floor danceclass seniordancer,positive,Negative
 ArtGalleryVisitor ,"Visited an art gallery, appreciating the brushstrokes that tell tales of creativity. Art, an eternal companion. #ArtGallery #SeniorArtLover ",joy,visited an art gallery appreciating the brushstrokes that tell tales of creativity art an eternal companion artgallery seniorartlover,positive,Positive
 SeniorBookClub ,"Started a book club for seniors, where discussions are as lively as the characters in the novels. #BookClub #SeniorReaders ",joy,started a book club for seniors where discussions are as lively as the characters in the novels bookclub seniorreaders,positive,Positive
 SeniorPicnicHost ,"Hosted a picnic in the park, basking in the warmth of friendship and sunshine. Simple joys, timeless memories. #ParkPicnic #SeniorJoy ",contentment,hosted a picnic in the park basking in the warmth of friendship and sunshine simple joys timeless memories parkpicnic seniorjoy,positive,Positive
 SeniorActor ,"Participated in a local theater production, proving that the stage belongs to every age. #TheaterProduction #SeniorActor ",joy,participated in a local theater production proving that the stage belongs to every age theaterproduction senioractor,neutral,Positive
 SeniorHikerExplorer ,"Embarked on a hiking adventure, conquering trails and relishing the beauty of nature. Age is just a number on the mountaintop. #HikingAdventure #SeniorHiker ",excitement,embarked on a hiking adventure conquering trails and relishing the beauty of nature age is just a number on the mountaintop hikingadventure seniorhiker,positive,Positive
 SeniorPhotographerExhibitor ,Hosted a photography exhibition featuring snapshots of a life well-lived. Every photo has a story to tell. #PhotographyExhibition #SeniorPhotographer ,gratitude,hosted a photography exhibition featuring snapshots of a life welllived every photo has a story to tell photographyexhibition seniorphotographer,neutral,Positive
 SeniorCyclingEnthusiast ,"Joined a seniors' cycling club, feeling the wind in my hair and the freedom of the open road. #CyclingClub #SeniorCyclist ",excitement,joined a seniors cycling club feeling the wind in my hair and the freedom of the open road cyclingclub seniorcyclist,positive,Positive
 SeniorWineConnoisseur ,"Attended a wine tasting event, savoring the richness of flavors that age like fine wine. Cheers to the golden years! #WineTasting #SeniorWineLover ",joy,attended a wine tasting event savoring the richness of flavors that age like fine wine cheers to the golden years winetasting seniorwinelover,positive,Positive
 SeniorBallroomDancer ,"Started learning ballroom dancing, gliding gracefully across the dance floor. Ageless elegance in every step. #BallroomDancing #SeniorDancer ",joy,started learning ballroom dancing gliding gracefully across the dance floor ageless elegance in every step ballroomdancing seniordancer,positive,Positive
 SeniorPaintingOrganizer ,"Organized a community painting event, turning blank canvases into a masterpiece of shared creativity. #PaintingEvent #SeniorArtist ",joy,organized a community painting event turning blank canvases into a masterpiece of shared creativity paintingevent seniorartist,positive,Positive
 SeniorMemoriesHost ,"Hosted a 'memory lane' evening with old friends, reminiscing about the adventures that shaped our lives. #MemoryLane #SeniorReminiscing ",gratitude,hosted a memory lane evening with old friends reminiscing about the adventures that shaped our lives memorylane seniorreminiscing,positive,Positive
 SeniorStargazer ,"Joined a seniors' astronomy club, stargazing and finding wonder in the vastness of the cosmos. #AstronomyClub #SeniorStargazer ",curiosity,joined a seniors astronomy club stargazing and finding wonder in the vastness of the cosmos astronomyclub seniorstargazer,neutral,Positive
 SeniorJazzFestivalGoer ,"Attended a local jazz festival, tapping toes to the tunes that have stood the test of time. Music, a lifelong love affair. #JazzFestival #SeniorMusicLover ",joy,attended a local jazz festival tapping toes to the tunes that have stood the test of time music a lifelong love affair jazzfestival seniormusiclover,positive,Positive
 WisdomBloggerSenior ,"Started a blog sharing the wisdom gained through the years, proving that every day is a chance to learn and grow. #SeniorWisdom #Blog ",gratitude,started a blog sharing the wisdom gained through the years proving that every day is a chance to learn and grow seniorwisdom blog,positive,Positive
 SeniorCharityRunner ,"Participated in a charity run, proving that age is no barrier to supporting meaningful causes. #CharityRun #SeniorRunner ",excitement,participated in a charity run proving that age is no barrier to supporting meaningful causes charityrun seniorrunner,positive,Positive
 PhysicsWhizHighSchool ,"Survived a challenging physics exam. Equations, you won't defeat me! ",relief,survived a challenging physics exam equations you wont defeat me,positive,Negative
 CodeExplorerHighSchool ,Exploring the world of coding. Debugging is an adventure on its own! #CodingJourney #HighSchoolCoder ,excitement,exploring the world of coding debugging is an adventure on its own codingjourney highschoolcoder,positive,Positive
 DebateWarriorHighSchool ,"Joined the school debate team. Words are my weapons, and I'm ready for battle! ",excitement,joined the school debate team words are my weapons and im ready for battle,negative,Positive
 PhotoClubHighSchool ,"Started a photography club at school. Capturing moments, one snapshot at a time! ",joy,started a photography club at school capturing moments one snapshot at a time,neutral,Positive
 PromDreamerHighSchool ,"Daydreaming about the upcoming prom. The dress, the dance – it's a fairytale in the making! ",excitement,daydreaming about the upcoming prom the dress the dance  its a fairytale in the making,neutral,Positive
 OutdoorClassHighSchool ,Convinced the teacher to have class outdoors. Learning equations with a side of fresh air! ,positive,convinced the teacher to have class outdoors learning equations with a side of fresh air,positive,Positive
 PaintSpillHighSchool ,"Accidentally spilled paint in art class. Abstract art, right? #ArtClassAdventures #HighSchoolArtist ",embarrassed,accidentally spilled paint in art class abstract art right artclassadventures highschoolartist,negative,Negative
 SkateProHighSchool ,Trying to master the perfect kickflip on my skateboard. Skating into the weekend like a pro! ,excitement,trying to master the perfect kickflip on my skateboard skating into the weekend like a pro,positive,Positive
 KpopFangirlHighSchool ,Bonding with friends over the latest K-pop sensation. Fangirling at its finest! ,joy,bonding with friends over the latest kpop sensation fangirling at its finest,positive,Positive
 ChemistryWizardHighSchool ,Spent hours perfecting a chemistry experiment. Mixing potions like a wizard! ,joy,spent hours perfecting a chemistry experiment mixing potions like a wizard,positive,Positive
 BirthdayPartyPlannerHighSchool ,Successfully organized a surprise birthday party for a friend. Party planning expert mode: Achieved! ,joy,successfully organized a surprise birthday party for a friend party planning expert mode achieved,positive,Positive
 DramaClubStarHighSchool ,"Joined the drama club to unleash my inner actor. Lights, camera, action! ",excitement,joined the drama club to unleash my inner actor lights camera action,neutral,Positive
 FantasyBookNerdHighSchool ,Got my hands on the latest fantasy novel. Diving into realms of magic and adventure! ,excitement,got my hands on the latest fantasy novel diving into realms of magic and adventure,positive,Positive
 DoodleMasterHighSchool ,Mastering the art of the perfect doodle during boring classes. Doodles: A+! ,joy,mastering the art of the perfect doodle during boring classes doodles a,positive,Positive
 HandstandChallengeHighSchool ,Attempting to break the school record for the longest handstand. Wish me luck! ,excitement,attempting to break the school record for the longest handstand wish me luck,positive,Negative
 SnackSmugglerHighSchool ,Sneaking snacks into class like a pro. The art of snack-smuggling is a sacred skill! ,mischievous,sneaking snacks into class like a pro the art of snacksmuggling is a sacred skill,positive,Positive
 SleepoverHostHighSchool ,Hosting a sleepover with friends this weekend. Preparing for a night of laughter and memories! ,excitement,hosting a sleepover with friends this weekend preparing for a night of laughter and memories,positive,Positive
 TikTokFailHighSchool ,"Spent hours on a TikTok dance, only to realize I have two left feet. Dance fail: Unleashed! ",embarrassed,spent hours on a tiktok dance only to realize i have two left feet dance fail unleashed,negative,Negative
 SocialMediaBlunderHighSchool ,Accidentally liked my crush's old photo while stalking their profile. Awkward level: Maximum! ,embarrassed,accidentally liked my crushs old photo while stalking their profile awkward level maximum,negative,Negative
 CrushFailHighSchool ,Tried to impress my crush with a smooth conversation. Ended up spilling my drink. Smooth level: Nonexistent! ,embarrassed,tried to impress my crush with a smooth conversation ended up spilling my drink smooth level nonexistent,positive,Negative
 PaperPlaneExpertHighSchool ,Mastered the art of creating paper airplanes during lecture. Paper planes: Soaring to new heights! ,joy,mastered the art of creating paper airplanes during lecture paper planes soaring to new heights,positive,Positive
 JugglingProHighSchool ,Trying to set a new trend by juggling textbooks between classes. Academic juggling: A unique skill! ,excitement,trying to set a new trend by juggling textbooks between classes academic juggling a unique skill,neutral,Negative
 SnackNinjaHighSchool ,Hiding a snack stash in my backpack for emergency cravings. Snack ninja mode: Activated! ,mischievous,hiding a snack stash in my backpack for emergency cravings snack ninja mode activated,negative,Negative
 ScavengerHuntMasterHighSchool ,Planning a surprise scavenger hunt for friends. Anticipating the thrill and excitement! ,excitement,planning a surprise scavenger hunt for friends anticipating the thrill and excitement,positive,Positive
 RainDanceCelebrationHighSchool ,Danced in the rain to celebrate the end of exams. Rain dance: Unexpectedly refreshing! ,joy,danced in the rain to celebrate the end of exams rain dance unexpectedly refreshing,positive,Positive
 GroupChatBlunderHighSchool ,Accidentally sent a text meant for a friend to the class group chat. Texting fail: Oops moment! ,embarrassed,accidentally sent a text meant for a friend to the class group chat texting fail oops moment,negative,Negative
 MagicFailHighSchool ,Tried a magic trick to impress classmates. Magic fail: Where did that rabbit go? ,embarrassed,tried a magic trick to impress classmates magic fail where did that rabbit go,negative,Negative
 OrigamiProHighSchool ,Perfecting the art of creating origami during a dull lecture. Origami mastery: A+! ,joy,perfecting the art of creating origami during a dull lecture origami mastery a,positive,Negative
 HackySackChampionHighSchool ,Attempting to set a new record for the most consecutive hacky sack kicks. Hacky sack skills: Unleashed! ,excitement,attempting to set a new record for the most consecutive hacky sack kicks hacky sack skills unleashed,neutral,Positive
 SecretHandshakeHighSchool ,Creating a secret handshake with friends. Friendship level: Expert! ,joy,creating a secret handshake with friends friendship level expert,positive,Positive
